index,RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
469537,486841,Malaiwale Kofte,2401851,cookindianfoods,PT30M,PT30M,PT1H,2012-09-14T09:53:00Z,"The Navratri (nine nights) festival which marks the onset of autumn is celebrated in different ways all over the country. It is a festival of worship, dance and music and is celebrated from the first to ninth date of Ashwin Shukla Paksha of the Hindu Calendar for the worship of Goddess Durga. North Indians celebrate the 9 days of Navratri watching the annual Ramlila performances under the post-monsoon skies full of twinkling stars. For 9 days, women wear their best saris and beautiful jewellery, and attend late night cultural programmes of music and dance. Coconut laddoos, payash, bundi sweets are typical Navratra food preparations",character(0),Indian,"""< 60 Mins""","c(""1/4"", ""5"", NA, ""1/2"", ""5"", NA, NA, ""1/2"", ""1"", ""1"", ""1"", ""3"", NA, ""1"", ""1"", ""1"", ""3"", ""1"")","c(""green chilies"", ""potatoes"", ""salt"", ""sugar"", ""coriander leaves"", ""garam masala powder"", ""tomatoes"", ""salt"", ""chili powder"", ""cumin seed"", ""sugar"", ""turmeric powder"")",,,730.0,32.7,17.6,79.1,638.1,91.7,11.2,19.9,22.8,4.0,2 4,"c(""Make lemon-sized balls out of the mashed potatoes."", ""If the potato mash is soft, mix in bread slices dipped in water (squeeze out all water) to the mash and knead well."", ""Prepare stuffing by mixing coconut, dry nuts, chillies, coriander leaves, salt and sugar to taste."", ""Flatten each potato ball, put in a small quantity of this stuffing and fold around."", ""Roll each ball in breadcrumbs."", ""When all koftas are ready, deep fry them carefully in hot oil."", ""Remove and reserve."", ""Heat up 4 tbsps."", 
""Oil in a fresh pan, mix in cumin seeds, powdered spices, then tomato puree and curd."", ""Fry till blended."", ""Mix in sugar, salt, cream and simmer."", ""Drop in the koftas and serve decorated with a little cream and coriander leaves."")"
469578,486882,Flounder Simmered in Spicy Sauce (Bplah Dtom Saep),724631,KateL,PT17M,PT12M,PT29M,2012-09-14T14:53:00Z,"Entered for safekeeping, from Kasma Loha-Unchit's &quot;Dancing Shrimp&quot; (northeastern Thailand), although I will probably halve the number of chillies for my personal preference, as the recipe as written is fiery.  This can be served soupy, or reduced to thicken and concentrate flavors.  Great left-overs. The sauce is also good for poaching sea bass and swordfish.  Thai palm sugar is subtle with caramel notes, but brown sugar may be substituted in a pinch.  One medium shallot = 3 tablespoons minced shallot.  Serve with rice and a vegetable side dish.",character(0),Thai,"c(""Asian"", ""Spicy"", ""< 30 Mins"")","c(""1"", ""8"", ""6"", ""6 -10"", ""3"", ""1"", ""1"", ""1"", ""1"", ""2 -3"", ""2 -3"")","c(""rock cod fish"", ""garlic cloves"", ""shallots"", ""palm sugar"", ""water"", ""fresh ginger"", ""fish sauce"", ""fresh cilantro stems"")",,,227.5,7.9,1.5,68.2,1405.3,18.3,1.6,9.5,22.0,,,"c(""Rinse fish and drain well.  Cut fillet in half.  In a mortar and pestle, pulverize peppercorns.  Add garlic and chillies and pound together until pasty.  Add chopped shallots.  Continue to pound to make a coarse, well-blended paste (Peppercorn-Garlic-Chillie Paste)."", ""Put palm sugar in wok with 1 teaspoon water.  Heat over low to medium heat, and stir until the sugar has turned dark reddish brown, but not burned."", ""Add remaining water and Peppercorn-Garlic-Chillie Paste.  Bring to a boil over high heat, stirring to dissolve palm sugar."", 
""Add ginger, peanut oil, and fish sauce.  Stir to mix, then follow with the fish."", ""Return to a boil before lowering heat to a level at which the sauce simmers gently."", ""Simmer for 5 minutes, turn fish over and continue to cook uncovered until it is cooked through and sauce has thickened.  If a lot of sauce remains, remove fish from the wok onto a serving dish.  Increase heat to high and reduce sauce by one-third to one-half."", ""To serve, spoon sauce over fish and garnish with cilantro sprigs.""
)"
469629,486933,Chicken LoMein,2403764,annakj,PT15M,PT25M,PT40M,2012-09-15T17:34:00Z,Make and share this Chicken LoMein recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""< 60 Mins"")","c(""3"", ""1/2"", ""1"", ""1 1/2"", ""1 1/2"", ""1"", ""2"", ""1/3"", ""1"", ""4"", ""2"", ""1/2"")","c(""boneless skinless chicken breasts"", ""snow peas"", ""carrot"", ""spaghetti"", ""cornstarch"", ""sugar"", ""water"", ""low sodium chicken broth"", ""soy sauce"", ""oyster sauce"", ""garlic cloves"", ""garlic powder"", ""ginger"", ""bean sprouts"")",,,477.1,3.3,0.7,37.8,262.9,82.3,4.9,6.0,27.6,6.0,,"c(""1. Cut chicken into small strips."", ""2. Fill large kettle with boiling water, add peas, carrots and noodles."", ""3. Boil for 6 minutes, then drain."", ""4. Mix cornstarch, sugar and water."", ""5. Mix remaining ingredients and stir together with constarch mixture."", ""6. Add chicken to skillet or wok and stir fry for about 2 minutes."", ""7. Stir in broth mixture, vegetables, and pasta."", ""8. Cook until chicken is cooked thoroughly."")"
469631,486935,Chicken Chow Mein,2403764,annakj,PT15M,PT10M,PT25M,2012-09-15T17:47:00Z,Make and share this Chicken Chow Mein recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""< 30 Mins"")","c(""24"", ""16"", ""6"", ""2"", ""2"", ""8"", ""4"", ""4"", ""4"", ""3 -4"", ""8"", NA)","c(""spaghetti noodles"", ""boneless chicken breasts"", ""soy sauce"", ""vinegar"", ""olive oil"", ""olive oil"", ""garlic cloves"", ""snow peas"", ""ham"", ""oyster sauce"", ""green onions"")",,,813.6,32.5,5.8,58.2,1597.7,90.7,4.9,4.6,37.9,6.0,,"c(""1. Cook noodles 7 minutes."", ""2. Rinse under cold water and set aside."", ""3. Slice chicken, then mix with 2 tsp soy sauce, vinegar and sesame oil."", ""4. Heat half olive oil in wok or pan over high heat."", ""5. Add chicken mixture."", ""6. Stir fry for 2 minutes."", ""7. Wipe out pan and heat remaining oil."", ""8. Stir in garlic, snow peas, and ham."")"
469651,486955,Tangy General Tso's Sauce,2403764,annakj,PT15M,PT15M,PT30M,2012-09-15T18:06:00Z,Make and share this Tangy General Tso's Sauce recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/69/55/picVbu1MP.jpg""",Chinese,"c(""Asian"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""2"", ""1"", ""2"", ""1"", ""3"", ""1"", ""1"", NA, ""3"")","c(""soy sauce"", ""vinegar"", ""dry sherry"", ""white sugar"", ""chicken broth"", ""ginger"", ""garlic"", ""cornstarch"", ""green onions"")",5.0,2.0,33.1,0.2,0.1,0.0,539.1,6.2,0.6,3.7,1.6,4.0,,"""Combine all ingredients in a sauce pan. Bring to a boil. Serve with chicken and white rice."""
469868,487176,Tempura Batter,776579,foodart,,PT35M,PT35M,2012-09-19T14:46:00Z,Make and share this Tempura Batter recipe from Food.com.,character(0),Japanese,"c(""Asian"", ""Healthy"", ""< 60 Mins"", ""Easy"")","c(""1"", ""1"", ""1"", NA)","c(""flour"", ""egg"", ""salt"")",,,131.6,1.5,0.4,46.5,599.8,23.9,0.8,0.1,4.8,4.0,,"c(""Place the ingredients together and blend with ice water and place into the refrigerator for 30 minutes."", ""It best to the batter keep the cold at all time and best use within 30 minutes."")"
470043,487360,Cashew Chicken,99254,Hippie2MARS,PT10M,PT30M,PT40M,2012-09-23T22:21:00Z,This is the BEST Asian dish I've ever made at home. It is amazing. Don't skip the step with the baking soda. It tenderizes the chicken and makes ALL the difference! This recipe makes a good amount of sauces because I like it to soak into the rice.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/73/60/picpK30UO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/73/60/picfmMkCV.jpg"")",Chinese,"c(""Asian"", ""< 60 Mins"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""2"", ""1"", ""2"", ""3"", ""3/4"", ""2"", ""2"", ""1/2"", ""1/8"", ""1/8"", ""1/2"")","c(""boneless skinless chicken breast"", ""cashews"", ""green bell pepper"", ""onion"", ""bamboo shoots"", ""baking soda"", ""cornstarch"", ""sherry wine"", ""oyster sauce"", ""light soy sauce"", ""water"", ""sugar"", ""sherry wine"", ""ground ginger"", ""black pepper"", ""salt"")",,,459.6,26.5,4.8,72.6,1776.1,23.2,3.4,7.6,32.0,4.0,,"c(""Place the cut up chicken in a plastic bag with the baking soda; close it up and squish the chicken around until it's coated with the baking soda."", ""Allow it to rest for 15 minutes."", ""Rinse baking soda off chicken and pat dry."", ""Rinse out plastic bag and add the marinade ingredients; add the chicken and allow it marinate for another 15 minutes."", ""While chicken is marinating, whisk together the sauce ingredients and set them aside."", ""Place 1 T of vegetable oil in wok or skillet, add chicken."", 
""Stir fry until chicken is mostly cooked, but not quite."", ""Remove chicken and set aside."", ""Add the second tablespoon of oil to the same pan, and add the vegetables and cashews."", ""Stir fry for about 2 minutes, then add the chicken back into the pan."", ""Cook for another 2 minutes or so until the chicken is cooked through."", ""Add the sauce and cook just until sauce is warmed through."", ""Serve over steamed rice."")"
470885,488228,Crispy Scallop Flatbread &amp; Chile Mayonnaise,1072593,gailanng,PT10M,PT15M,PT25M,2012-10-06T13:00:00Z,Make and share this Crispy Scallop Flatbread &amp; Chile Mayonnaise recipe from Food.com.,character(0),Thai,"c(""Asian"", ""< 30 Mins"")","c(""1/4"", ""1 1/2"", NA, ""1"", ""2 -3"", ""1"", ""1/4"", ""2"", ""2 -3"", ""2"", ""1/4"", ""1"")","c(""fresh scallops"", ""salt"", ""mayonnaise"", ""flour tortillas"", ""scallions"", ""cilantro"", ""mayonnaise"")",,,600.0,51.0,8.5,25.1,716.4,27.4,1.1,3.6,9.8,2.0,,"c(""For The Flatbread:  Heat 1/4 cup peanut oil in a large skillet. Submerge tortilla and fry until golden on one side, then turn and fry the other side. Remove from the pan and drain on a paper towel."", ""For The Scallops:  Meanwhile, heat 1-tablespoon peanut oil in a small non-stick skillet. Season the scallops with salt then coat with the chili powder. Place the scallops in the hot pan and sear to brown on one side over high heat. Lower the heat slightly and turn the scallops over and repeat until brown. Remove the pan from the heat while you assemble the flatbread."", 
""To Assemble:  Spread the crisp tortilla with the chile mayonnaise. Distribute the warm scallops over the mayonnaise. Garnish with the scallions, cilantro and chile oil. Cut the flatbread in quarters and serve immediately."", ""To Make The Chile Mayonnaise:  Combine the mayonnaise and sriracha well. Keep refrigerated until use."", ""Note: If you can't find the Japanese mayonnaise, add 1 tablespoon of sugar to the sauce."")"
470939,488285,Shrimp Evil  Jungle Prince,107135,Dienia B.,PT10M,PT30M,PT40M,2012-10-07T18:32:00Z,Make and share this Shrimp Evil  Jungle Prince recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/82/85/picxJzXCi.jpg""",Thai,"c(""Asian"", ""< 60 Mins"")","c(""2"", ""2"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1/8"", ""1"")","c(""green beans"", ""bamboo shoot"", ""water chestnut"", ""shrimp"", ""bell pepper"", ""coconut milk"", ""fish sauce"", ""soy sauce"", ""lemongrass"", ""lime juice"", ""lime zest"", ""basil"", ""cabbage"")",,,467.4,20.7,12.9,142.9,1346.9,53.6,3.8,42.6,19.9,4.0,,"c(""heat oil add chili and lime zest."", ""add green bean."", ""add bell pepper"", ""add lemon grass."", ""add bamboo and water chestnuts."", ""add corn."", ""add shrimp."", ""add mushrooms"", ""add coconut milk"", ""add soy sauce"", ""add fish sauce add lime juice"", ""cook just til shrimp is pink"", ""pour over cabbage top with basil."")"
471047,488402,Seafood Tempura Batter,776579,foodart,,PT5M,PT5M,2012-10-09T19:24:00Z,Make and share this Seafood Tempura Batter recipe from Food.com.,character(0),Japanese,"c(""Asian"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""1"", ""1"", NA)",character(0),,,1205.8,8.6,2.7,166.0,14.4,253.8,7.6,0.5,21.2,,1 cup,"""In a mixing bowl add all of the items and blend together.  Lightly coat the seafood in rice flour than dip batter.  Deep fry in 360 degree the tempura in oil.  Drain onto paper towel.  Serve hot."""
471439,488814,Hot and Sour Soup,2454908,RuPei,PT15M,PT35M,PT50M,2012-10-17T21:42:00Z,"&quot;Hot and Sour Soup&quot; is a perfect soup in the fall and winter. It's also a healthy and delicious soup which you can't miss. In Taiwan we love it all year long! Plus, we add dumplings in the soup! You can find the ingredients pretty easy in any Chinese markets.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picJ6ovMx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picq18JNa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picoV4wmI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picihiirD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/pic2fogkt.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picZRJKnn.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picaemODe.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picCU50WG.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/88/14/picphVhcg.jpg"")",Chinese,"c(""Asian"", ""< 60 Mins"")","c(""1"", ""1"", ""1"", ""1"", ""2"", ""6"", ""2"", ""1"", ""1/3"", ""1"", ""1"", ""5"", ""3"", ""1 1/2"", ""1 -2"", ""1"", ""1/3"", ""1"", ""1"", NA, NA)","c(""country-style boneless pork ribs"", ""white pepper powder"", ""cornstarch"", ""chicken broth"", ""water"", ""bamboo shoot"", ""carrot"", ""firm tofu"", ""soy sauce"", ""salt"", ""white pepper powder"", ""cornstarch"", ""water"", ""egg"", ""green onion"", ""fresh cilantro"")",4.5,2.0,206.2,9.2,2.5,86.9,1623.6,7.0,1.6,2.5,23.3,,,"c(""Combine pork, rice vinegar, white pepper powder and corn starch. Refrigerate for at least 20 minutes."", ""Soak dried black fungus with warm water until soft. Wash and slice."", ""Cook black fungus, bamboo shoot, mustard greens in boiling water for about 1 minute. Drain and set aside."", ""Combine 1 tablespoon corn starch and 1/3 cup water."", ""Boil chicken broth and water together in a soup pot. Add black fungus, bamboo shoot, mustard greens and carrot. Add some warm water if necessary. Bring to boil again. Reduce heat to medium."", 
""Stir in tofu, rice vinegar, soy sauce, salt and white pepper powder. Slowly stir in cornstarch mixture and then pork. Cook for about 2 minutes or until soup becomes thick. Reduce heat to low. Slowly stir in egg and then sesame oil."", ""Serve hot. Sprinkle chopped green onions and cilantro in soup bowl. Sprinkle some more white pepper powder in soup bowl if desire."")"
471851,489241,Crock Pot Thai Coconut Chicken Soup,1430608,Indian Momma,PT2H,PT15M,PT2H15M,2012-10-25T10:31:00Z,adapted from http://www.365daysofcrockpot.com.  My husband goes crazy for this!! We have upped the curry paste as we like it a little spicier,character(0),Thai,"c(""Asian"", ""< 4 Hours"")","c(""1"", ""2"", ""1"", ""2"", ""3/4"", ""4"", ""2"", NA, ""1/2"", ""1"", NA)","c(""coconut milk"", ""water"", ""chicken broth"", ""skinless chicken breast"", ""white mushrooms"", ""fresh lemongrass"", ""fresh lime juice"", ""cilantro"", ""fresh ginger"")",1.0,1.0,329.7,13.3,11.2,36.4,342.6,37.9,0.4,36.2,15.2,6.0,,"c(""1.  Combine coconut milk, curry paste, water, broth, chicken, mushrooms, ginger and lemongrass in slow cooker."", ""2.  Cover and cook on LOW for about 4 hours, or on HIGH for about 2-3."", ""3.  Remove lemongrass and discard."", ""4.  Add in lime juice, to taste, and cilantro, if desired.  Plenty of salt and pepper to taste.  Stir and serve."")"
471964,489361,Garam Masala,804550,AcadiaTwo,PT20M,PT15M,PT35M,2012-10-27T09:01:00Z,Make and share this Garam Masala recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/93/61/picwTk3zE.jpg""",Indian,"c(""Vegan"", ""High Fiber"", ""High In..."", ""< 60 Mins"", ""For Large Groups"", ""Beginner Cook"", ""Easy"")","c(""1/3"", ""1/3"", ""1/3"")","c(""clove"", ""cardamom"", ""cinnamon stick"")",4.0,1.0,4.5,0.2,0.1,0.0,1.9,0.9,0.4,0.0,0.1,48.0,48 Teaspoons,"c(""Toast ingredients on a jelly roll pan in 350 degree F oven until aromatic, about 20 minutes give or take."", ""Cool."", ""Grind up."")"
